year,country,school_id,student_id,mother_educ,father_educ,gender,computer,internet,math,read,science,stu_wgt,desk,room,dishwasher,television,computer_n,car,book,wealth,escs
2018,USA,84000001,84003452,ISCED 3A,ISCED 3A,male,yes,yes,471.03,541.39,488.433,613.75669,yes,yes,NA,3+,3+,1,11-25,0.1653,0.5528
2018,USA,84000001,84003883,NA,NA,male,yes,yes,533.127,465.867,520.91,613.75669,yes,yes,NA,3+,2,2,26-100,-0.0478,-0.8931
2018,USA,84000001,84003965,ISCED 3A,ISCED 2,female,yes,yes,595.642,639.169,621.9,625.63029,yes,yes,NA,3+,3+,3+,101-200,0.1858,0.4936
2018,USA,84000001,84003985,ISCED 3A,ISCED 3A,female,yes,yes,702.416,774.944,762.24,625.63029,yes,yes,NA,3+,2,3+,101-200,0.6418,0.507
2018,USA,84000001,84004633,ISCED 3A,ISCED 3A,male,yes,yes,542.92,607.722,562.918,613.75669,yes,yes,NA,3+,2,3+,101-200,-0.2465,0.1852
2018,USA,84000001,84005420,ISCED 3A,ISCED 3A,female,yes,yes,459.532,548.616,560.772,625.63029,yes,yes,NA,3+,1,2,201-500,0.3624,-0.5182
2018,USA,84000001,84006420,ISCED 3A,ISCED 3A,female,yes,yes,284.676,350.353,373.056,625.63029,yes,yes,NA,3+,1,1,0-10,-1.4449,-1.4274
2018,USA,84000001,84006716,ISCED 3A,ISCED 3A,female,no,yes,361.376,368.753,372.071,625.63029,NA,yes,NA,3+,1,3+,11-25,-0.1717,-1.0655
2018,USA,84000001,84007236,ISCED 3A,ISCED 3A,male,yes,yes,660.261,745.617,704.851,613.75669,yes,yes,NA,2,2,3+,201-500,0.5199,1.1331
2018,USA,84000001,84007677,ISCED 3A,ISCED 3A,female,yes,yes,523.436,478.53,484.711,629.8343,yes,yes,NA,3+,3+,3+,0-10,1.3744,-0.9282
2018,USA,84000001,84007979,ISCED 3A,ISCED 3A,male,yes,yes,393.741,390.764,375.948,613.75669,yes,yes,NA,3+,3+,2,201-500,1.1154,1.2168
2018,USA,84000001,84008420,ISCED 3A,ISCED 3A,male,yes,yes,561.652,602.006,641.277,613.75669,no,yes,NA,1,1,3+,0-10,-0.8343,-0.4303
2018,USA,84000001,84008604,ISCED 3A,ISCED 3A,male,yes,yes,549.82,487.69,508.464,646.62459,yes,yes,NA,3+,2,2,11-25,-0.1368,7e-4
2018,USA,84000002,84000016,ISCED 3A,ISCED 3A,female,yes,yes,447.076,447.867,432.508,530.74538,yes,yes,NA,NA,2,2,0-10,0.4485,-0.0828
2018,USA,84000002,84000166,ISCED 3A,ISCED 3A,male,yes,yes,440.54,451.385,503.124,511.97681,no,yes,NA,3+,2,2,11-25,-0.245,0.3575
2018,USA,84000002,84000542,ISCED 3A,ISCED 3A,male,yes,yes,363.223,340.74,427.248,545.16781,yes,yes,NA,3+,1,2,0-10,-1.0148,-0.3742
2018,USA,84000002,84000611,ISCED 3A,ISCED 3A,female,yes,yes,375.564,315.243,353.863,530.74538,no,yes,NA,3+,1,1,0-10,-0.5638,-0.1203
2018,USA,84000002,84000777,NA,NA,female,yes,yes,394.254,381.238,449.532,530.74538,yes,yes,NA,2,1,1,11-25,0.312,NA
2018,USA,84000002,84000809,ISCED 3A,NA,female,yes,yes,393.366,449.221,401.177,530.74538,yes,yes,NA,3+,2,1,11-25,0.3698,0.5906
2018,USA,84000002,84000902,ISCED 3A,ISCED 3A,female,yes,yes,335.058,393.761,386.924,530.74538,yes,no,NA,NA,3+,1,26-100,-0.1237,-0.4406
2018,USA,84000002,84000932,ISCED 3A,ISCED 3A,female,yes,yes,513.758,648.591,580.506,530.74538,no,yes,NA,3+,1,3+,11-25,0.8852,-0.0028
2018,USA,84000002,84001032,ISCED 3A,ISCED 3A,male,yes,yes,405.909,529.203,525.668,545.16781,yes,yes,NA,3+,0,1,0-10,-0.8788,-0.2077
2018,USA,84000002,84001081,ISCED 3A,ISCED 3A,male,yes,yes,384.144,422.985,384.812,545.16781,NA,yes,NA,3+,3+,3+,0-10,1.0979,-0.6534
2018,USA,84000002,84001086,ISCED 3A,ISCED 3A,male,yes,yes,444.64,572.895,554.547,511.97681,no,yes,NA,3+,2,3+,11-25,0.9654,-0.308
2018,USA,84000002,84001200,ISCED 3A,ISCED 2,male,no,yes,351.404,412.031,372.986,545.16781,no,yes,NA,3+,1,2,0-10,-0.1212,-0.5402
2018,USA,84000002,84001499,ISCED 3A,ISCED 3A,female,yes,yes,464.787,499.009,491.759,530.74538,yes,yes,NA,3+,2,NA,26-100,0.191,0.628
2018,USA,84000002,84001622,ISCED 3A,ISCED 3A,female,no,yes,355.577,258.187,345.707,530.74538,no,yes,NA,3+,0,1,0-10,-0.8533,-1.3361
2018,USA,84000002,84002081,ISCED 3A,ISCED 3A,female,yes,yes,340.7,412.656,395.657,577.26938,yes,yes,NA,3+,1,2,11-25,-0.1701,-0.4644
2018,USA,84000002,84002481,ISCED 3A,ISCED 3A,male,yes,yes,628.726,669.297,705.176,545.16781,no,no,NA,2,3+,2,101-200,-0.0083,0.6068
2018,USA,84000002,84002542,ISCED 3A,ISCED 3A,male,yes,yes,326.144,387.471,365.915,545.16781,yes,yes,NA,3+,3+,3+,0-10,1.6879,0.4348
2018,USA,84000002,84002627,ISCED 3A,ISCED 3A,male,yes,yes,466.557,563.777,579.22,511.97681,yes,yes,NA,3+,2,2,26-100,0.4388,0.8388
2018,USA,84000002,84002956,NA,NA,female,yes,no,303.187,339.555,402.551,577.26938,yes,yes,NA,3+,1,NA,0-10,-2.3189,-1.8671
2018,USA,84000002,84003206,ISCED 3A,ISCED 3A,male,yes,yes,524.66,526.742,507.038,545.16781,yes,yes,NA,3+,1,1,11-25,-0.3915,-0.6199
2018,USA,84000002,84003316,ISCED 3A,ISCED 3A,male,no,yes,383.405,343,341.232,545.16781,yes,yes,NA,3+,2,3+,11-25,1.6736,0.0569
2018,USA,84000002,84003760,ISCED 3A,ISCED 3A,female,yes,yes,472.061,466.27,500.009,530.74538,no,yes,NA,3+,3+,2,101-200,0.0311,-0.8748
2018,USA,84000002,84003784,ISCED 2,ISCED 2,male,no,yes,332.126,274.268,314.174,545.16781,yes,yes,NA,3+,1,1,0-10,-0.7031,-1.2419
2018,USA,84000002,84003992,ISCED 3A,NA,female,no,no,288.623,311.922,310.248,530.74538,no,yes,NA,2,1,2,0-10,-1.8236,-1.8441
2018,USA,84000002,84004183,ISCED 3A,ISCED 3A,female,yes,yes,409.731,455.285,511.918,530.74538,yes,yes,NA,3+,1,NA,0-10,0.3084,-0.0173
2018,USA,84000002,84005220,ISCED 2,ISCED 3A,female,no,no,379.792,397.192,405.812,530.74538,yes,yes,NA,1,0,0,11-25,-3.5937,-1.4097
2018,USA,84000002,84005537,ISCED 3A,ISCED 3A,female,yes,yes,508.838,430.798,468.824,530.74538,yes,yes,NA,3+,2,NA,26-100,0.6853,-0.2921
2018,USA,84000002,84005712,ISCED 3A,ISCED 3A,female,yes,yes,411.776,518.145,484.104,530.74538,yes,yes,NA,1,3+,1,11-25,0.0443,1.11
2018,USA,84000002,84006424,ISCED 3A,ISCED 3A,female,yes,yes,585.7,707.746,624.075,530.74538,yes,yes,NA,3+,1,2,201-500,-0.3018,-0.1141
2018,USA,84000002,84006641,NA,NA,male,NA,NA,251.678,229.741,274.029,545.16781,NA,yes,NA,NA,1,3+,201-500,-0.0468,NA
2018,USA,84000002,84006698,ISCED 3A,ISCED 3A,female,yes,yes,492.129,563.478,458.058,530.74538,yes,yes,NA,3+,3+,2,11-25,0.7095,0.1449
2018,USA,84000002,84007518,ISCED 3A,ISCED 3A,male,yes,yes,436.727,370.153,504.774,545.16781,yes,yes,NA,3+,3+,3+,11-25,2.4097,-0.2749
2018,USA,84000002,84007665,ISCED 3A,ISCED 3A,male,yes,yes,471.727,581.546,519.873,545.16781,yes,yes,NA,3+,2,1,11-25,0.0668,-0.4781
2018,USA,84000002,84007835,ISCED 3A,ISCED 3A,male,yes,yes,424.699,426.544,494.769,511.97681,yes,yes,NA,3+,2,1,101-200,0.0651,-0.251
2018,USA,84000002,84008003,ISCED 2,ISCED 2,female,no,yes,403.503,431.279,467.841,530.74538,no,yes,NA,3+,0,2,0-10,-0.3783,-2.2119
2018,USA,84000002,84008479,ISCED 3A,ISCED 3A,male,no,yes,416.562,335.206,320.003,545.16781,yes,yes,NA,1,0,NA,0-10,-1.5696,-0.6074
2018,USA,84000004,84000060,ISCED 3A,ISCED 3A,female,yes,yes,399.238,403.856,405.188,469.02757,yes,yes,NA,3+,3+,3+,11-25,1.0437,-0.7668
2018,USA,84000004,84000398,ISCED 3A,ISCED 3A,male,yes,yes,520.775,594.517,513.295,415.97779,yes,yes,NA,3+,3+,2,0-10,0.237,-0.5514
2018,USA,84000004,84000889,ISCED 3A,ISCED 3A,male,yes,yes,582.227,616.155,676.523,440.05019,yes,yes,NA,2,2,1,more than 500,0.5502,1.454
2018,USA,84000004,84000953,ISCED 3A,ISCED 3A,female,yes,yes,358.708,387.159,328.914,437.4768,yes,yes,NA,3+,2,2,0-10,-0.245,-0.986
2018,USA,84000004,84001075,ISCED 3A,ISCED 3A,male,yes,yes,460.719,459.053,562.879,415.97779,yes,yes,NA,3+,3+,2,0-10,1.2923,-0.4015
2018,USA,84000004,84001151,ISCED 3A,ISCED 2,female,yes,yes,435.226,542.323,500.291,437.4768,yes,yes,NA,2,2,1,26-100,-0.6818,-0.5489
2018,USA,84000004,84001314,ISCED 3A,ISCED 3A,female,yes,yes,379.59,445.531,382.503,469.02757,yes,yes,NA,NA,3+,3+,26-100,0.6791,-0.2458
2018,USA,84000004,84002003,ISCED 3A,ISCED 3A,female,yes,yes,546.516,570.794,492.491,437.4768,yes,yes,NA,2,3+,3+,101-200,0.5058,1.3609
2018,USA,84000004,84002031,ISCED 3A,ISCED 3A,female,yes,yes,415.672,461.105,449.657,469.02757,yes,yes,NA,3+,1,3+,11-25,0.8223,0.728
2018,USA,84000004,84002221,ISCED 3A,ISCED 3A,female,yes,yes,310.926,454.262,388.533,437.4768,yes,yes,NA,3+,3+,3+,26-100,0.7675,1.0981
2018,USA,84000004,84002729,ISCED 3A,ISCED 3A,male,yes,yes,440.893,478.851,469.919,440.05019,yes,yes,NA,3+,3+,3+,11-25,2.5223,1.7466
2018,USA,84000004,84002800,ISCED 3A,NA,female,yes,yes,392.048,475.959,437.847,437.4768,yes,yes,NA,3+,2,1,0-10,0.1133,-0.1044
2018,USA,84000004,84003180,ISCED 2,ISCED 3A,female,NA,NA,196.868,300.907,303.779,437.4768,NA,NA,NA,NA,NA,NA,11-25,NA,-0.4225
2018,USA,84000004,84003239,ISCED 3A,ISCED 3A,male,yes,yes,387.593,451.424,429.01,440.05019,yes,yes,NA,NA,2,1,0-10,0.0065,-1.0852
2018,USA,84000004,84004065,NA,NA,female,no,yes,245.116,346.552,269.946,437.4768,no,no,NA,3+,2,0,26-100,-1.25,NA
2018,USA,84000004,84004089,ISCED 3A,ISCED 3A,female,yes,yes,449.543,515.68,475.707,437.4768,yes,no,NA,3+,2,3+,11-25,0.6954,0.4523
2018,USA,84000004,84004241,ISCED 3A,ISCED 3A,male,yes,yes,472.476,465.968,440.313,440.05019,yes,yes,NA,3+,3+,2,0-10,0.0765,-0.3014
2018,USA,84000004,84004289,less than ISCED1,less than ISCED1,female,yes,yes,266.045,170.448,234.745,469.02757,yes,yes,NA,3+,1,1,0-10,-0.461,-2.6364
2018,USA,84000004,84004545,ISCED 3A,ISCED 3A,male,yes,yes,534.457,554.7,557.179,440.05019,yes,yes,NA,3+,3+,1,26-100,-0.0585,0.6587
2018,USA,84000004,84004763,ISCED 3A,ISCED 3A,female,yes,yes,409.597,453.437,431.915,437.4768,yes,no,NA,3+,3+,2,11-25,1.516,0.881
2018,USA,84000004,84005177,ISCED 3A,ISCED 2,male,yes,yes,228.635,262.219,255.51,440.05019,NA,yes,NA,3+,3+,1,0-10,1.4328,0.0529
2018,USA,84000004,84005291,ISCED 3A,ISCED 3A,female,no,yes,333.634,334.92,334.145,469.02757,no,yes,NA,3+,1,3+,0-10,0.3518,-1.4415
2018,USA,84000004,84005817,ISCED 3A,ISCED 3A,female,yes,yes,477.152,430.834,409.507,437.4768,yes,yes,NA,3+,2,2,26-100,0.4914,0.5232
2018,USA,84000004,84005937,ISCED 2,ISCED 2,male,no,yes,278.412,294.229,291.156,440.05019,no,yes,NA,3+,1,3+,0-10,-0.3711,-1.9652
2018,USA,84000004,84005997,ISCED 2,ISCED 3A,female,yes,yes,511.33,482.051,462.676,469.02757,yes,no,NA,2,2,1,26-100,-0.2594,-0.2388
2018,USA,84000004,84006361,ISCED 3A,ISCED 3A,female,yes,yes,510.866,574.316,494.689,437.4768,yes,yes,NA,3+,3+,1,0-10,-0.2101,0.0712
2018,USA,84000004,84006606,ISCED 2,ISCED 2,female,yes,no,347.427,240.661,274.827,437.4768,yes,no,NA,1,2,NA,26-100,-0.5315,0.041
2018,USA,84000004,84007082,ISCED 3A,ISCED 3A,male,yes,yes,377.27,433.6,479.757,415.97779,no,yes,NA,3+,2,1,0-10,-0.0448,0.4337
2018,USA,84000004,84007655,ISCED 3A,ISCED 3A,male,yes,yes,370.426,357.95,313.951,440.05019,yes,yes,NA,1,2,3+,11-25,0.1426,0.0087
2018,USA,84000004,84007660,ISCED 3A,ISCED 2,male,yes,yes,402.397,446.228,480.539,440.05019,yes,yes,NA,3+,2,3+,11-25,0.9944,0.7604
2018,USA,84000004,84007662,ISCED 3A,ISCED 2,male,yes,yes,385.657,292.313,341.088,440.05019,yes,yes,NA,3+,3+,3+,11-25,1.5436,0.7166
2018,USA,84000004,84007713,ISCED 3A,ISCED 3A,male,yes,yes,444.192,528.649,487.578,440.05019,yes,yes,NA,1,3+,3+,26-100,1.0081,1.558
2018,USA,84000004,84007782,ISCED 3A,ISCED 3A,female,yes,yes,442.022,504.243,533.121,437.4768,no,yes,NA,2,2,1,26-100,-0.5256,-0.8821
2018,USA,84000004,84007819,ISCED 3A,ISCED 3A,female,yes,yes,362.773,439.431,368.966,437.4768,yes,yes,NA,3+,2,2,0-10,0.5408,0.1359
2018,USA,84000004,84007877,ISCED 3A,ISCED 3A,female,yes,yes,411.193,504.039,358.799,437.4768,yes,yes,NA,3+,2,1,0-10,0.1133,-0.6455
2018,USA,84000005,84000416,ISCED 3A,ISCED 3A,female,yes,yes,519.176,473.516,482.243,1024.50097,yes,yes,NA,2,3+,3+,0-10,0.4288,0.372
2018,USA,84000005,84000511,ISCED 3A,ISCED 3A,male,yes,yes,370.725,425.672,420.559,873.53903,yes,yes,NA,3+,3+,3+,26-100,0.0284,-0.8197
2018,USA,84000005,84001030,ISCED 3A,ISCED 3A,female,yes,yes,411.946,552.117,502.728,1133.15469,yes,yes,NA,3+,2,3+,0-10,0.1996,-1.104
2018,USA,84000005,84001054,ISCED 3A,ISCED 3A,male,yes,yes,491.062,610.733,579.427,873.53903,yes,no,NA,3+,1,3+,0-10,-0.2132,-0.7406
2018,USA,84000005,84001541,ISCED 3A,ISCED 3A,male,yes,yes,547.563,636.023,552.037,873.53903,yes,no,NA,1,2,2,101-200,-0.0346,-0.0557
2018,USA,84000005,84001594,ISCED 3A,ISCED 3A,female,yes,yes,448.596,478.846,474.669,1024.50097,no,no,NA,NA,3+,1,0-10,-0.5257,-0.1905
2018,USA,84000005,84002673,ISCED 3A,ISCED 2,female,yes,yes,518.396,576.186,602.246,1133.15469,yes,no,NA,3+,3+,3+,26-100,0.5244,-0.4471
2018,USA,84000005,84002725,ISCED 1,ISCED 2,male,yes,yes,450.253,527.027,547.462,873.53903,yes,yes,NA,3+,2,1,0-10,-0.2864,-0.9692
2018,USA,84000005,84002746,ISCED 3A,ISCED 3A,male,yes,yes,500.045,505.927,428.761,957.01203,yes,no,NA,3+,2,3+,11-25,0.1756,0.7782
2018,USA,84000005,84003399,ISCED 3A,ISCED 2,male,yes,no,522.817,585.005,588.951,873.53903,yes,no,NA,2,1,1,26-100,-2.0892,-0.311
2018,USA,84000005,84003530,ISCED 3A,ISCED 3A,male,no,yes,397.926,411.117,412.958,873.53903,no,yes,NA,3+,1,2,0-10,-0.5213,-0.4747
2018,USA,84000005,84003914,ISCED 3A,ISCED 3A,male,yes,no,485.95,581.309,546.162,957.01203,yes,yes,NA,2,3+,2,26-100,-0.83,-0.2068
2018,USA,84000005,84003950,ISCED 3A,ISCED 3A,male,yes,yes,499.654,529.802,593.885,957.01203,yes,yes,NA,3+,1,0,11-25,-1.3109,-0.511
2018,USA,84000005,84004003,ISCED 3A,ISCED 2,female,yes,yes,523.718,587.934,559.555,1133.15469,yes,yes,NA,3+,2,3+,11-25,0.5898,0.3165
2018,USA,84000005,84004888,ISCED 3A,ISCED 3A,male,yes,yes,404.463,345.856,420.41,873.53903,yes,yes,NA,3+,1,3+,0-10,-0.6368,-0.4521
2018,USA,84000005,84005029,ISCED 3A,ISCED 3A,female,yes,yes,434.057,429.26,430.661,1024.50097,yes,yes,NA,1,1,2,0-10,0.0862,-0.2281
2018,USA,84000005,84005593,ISCED 3A,less than ISCED1,male,yes,yes,502.293,561.734,675.524,873.53903,yes,no,NA,3+,3+,NA,26-100,-0.2558,0.463
2018,USA,84000005,84006329,ISCED 2,ISCED 1,male,yes,yes,609.949,644.784,592.239,873.53903,yes,yes,NA,3+,2,3+,0-10,-0.2476,-1.5946
2018,USA,84000005,84006339,ISCED 3A,ISCED 3A,female,yes,yes,474.871,592.562,504.804,1024.50097,yes,yes,NA,2,2,1,0-10,-0.371,-0.9647
2018,USA,84000005,84006351,ISCED 3A,ISCED 2,female,yes,yes,392.451,375.873,481.479,1024.50097,yes,yes,NA,3+,3+,3+,11-25,0.9746,-0.1801
2018,USA,84000005,84006438,ISCED 3A,ISCED 3A,male,yes,yes,582.951,536.917,513.89,957.01203,yes,yes,NA,3+,3+,3+,26-100,1.7437,1.4033
2018,USA,84000005,84006886,ISCED 3A,ISCED 3A,female,yes,yes,394.358,496.362,528.812,1133.15469,yes,yes,NA,3+,3+,2,101-200,0.5305,-0.0404
2018,USA,84000005,84007279,ISCED 3A,ISCED 3A,male,yes,yes,492.371,512.812,510.743,957.01203,yes,no,NA,2,1,1,11-25,-0.8873,0.2126
2018,USA,84000005,84007458,ISCED 3A,ISCED 3A,male,yes,yes,380.955,410.733,445.595,873.53903,no,yes,NA,1,2,3+,11-25,-0.146,-0.9431
2018,USA,84000005,84007617,ISCED 3A,ISCED 3A,male,yes,yes,319.465,309.087,280.244,873.53903,yes,yes,NA,3+,1,3+,11-25,0.0959,-0.5402
2018,USA,84000005,84007759,ISCED 3A,ISCED 3A,male,yes,yes,466.621,475.488,492.493,873.53903,yes,yes,NA,3+,3+,3+,101-200,0.3508,-0.6841
2018,USA,84000005,84007973,ISCED 3A,ISCED 2,male,yes,no,485.204,375.611,380.209,873.53903,yes,yes,NA,3+,2,3+,11-25,0.7071,0.533
2018,USA,84000005,84008086,ISCED 3A,ISCED 3A,male,yes,yes,479.993,554.656,557.117,957.01203,yes,no,NA,3+,3+,3+,0-10,0.475,0.68
2018,USA,84000006,84002206,ISCED 2,ISCED 2,male,yes,yes,266.985,267.027,323.264,820.25602,NA,yes,NA,1,1,0,0-10,-1.7077,-0.0403
2018,USA,84000007,84000024,ISCED 3A,ISCED 1,male,yes,yes,503.258,435.096,450.104,1433.18276,yes,yes,NA,3+,3+,3+,26-100,0.8238,1.0111
2018,USA,84000007,84004454,ISCED 3A,ISCED 3A,male,yes,yes,589.553,642.061,655.389,1517.65102,yes,yes,NA,2,3+,2,26-100,0.7273,0.682
2018,USA,84000007,84004512,ISCED 3A,ISCED 3A,female,yes,yes,582.312,634.61,569.602,1558.10643,yes,no,NA,3+,3+,2,101-200,0.1436,0.6069
2018,USA,84000007,84005149,ISCED 2,ISCED 2,female,yes,yes,251.992,385.308,349.972,1558.10643,yes,yes,NA,3+,2,2,11-25,0.8115,-1.2287
2018,USA,84000007,84007547,ISCED 1,ISCED 1,male,yes,yes,389.372,397.332,392.881,1433.18276,yes,no,NA,2,1,1,11-25,-0.9567,-2.3033
2018,USA,84000007,84007971,NA,NA,male,yes,yes,485.014,536.419,516.855,1517.65102,yes,yes,NA,3+,3+,3+,26-100,2.524,0.2511
2018,USA,84000008,84000266,ISCED 3A,ISCED 3A,female,yes,yes,543.522,581.101,483.912,1193.01298,yes,yes,NA,3+,1,2,101-200,0.0296,0.068
2018,USA,84000008,84000312,ISCED 3A,ISCED 3A,male,yes,yes,628.061,580.664,687.038,1115.29566,yes,yes,NA,3+,3+,3+,26-100,1.7437,1.1627
2018,USA,84000008,84000980,ISCED 3A,ISCED 3A,female,yes,yes,670.879,708.892,762.927,1193.01298,yes,yes,NA,2,3+,3+,101-200,0.7467,1.3686
2018,USA,84000008,84001309,ISCED 3A,ISCED 3A,male,yes,yes,672.266,630.491,660.134,1115.29566,yes,yes,NA,2,3+,2,26-100,1.5224,1.4101
2018,USA,84000008,84001451,ISCED 3A,ISCED 3A,male,yes,yes,653.69,595.086,579.153,1115.29566,yes,yes,NA,3+,3+,3+,101-200,4.2599,1.446
2018,USA,84000008,84001555,ISCED 3A,ISCED 3A,female,yes,yes,641.712,706.67,620.569,1193.01298,yes,yes,NA,3+,2,2,more than 500,1.3154,1.5993
2018,USA,84000008,84001863,ISCED 2,ISCED 3A,female,yes,yes,491.297,502.948,547.17,1193.01298,yes,yes,NA,2,3+,NA,26-100,0.8916,0.8955
2018,USA,84000008,84002308,ISCED 3A,ISCED 3A,female,yes,yes,538.033,545.594,539.604,975.31808,yes,yes,NA,2,2,2,11-25,0.3944,1.0558
2018,USA,84000008,84002813,ISCED 3A,ISCED 3A,male,yes,yes,561.019,591.608,572.967,975.31808,yes,yes,NA,3+,3+,2,11-25,1.918,1.2859
2018,USA,84000008,84002960,ISCED 3A,ISCED 3A,female,yes,yes,482.428,513.917,501.31,1193.01298,yes,no,NA,2,3+,3+,201-500,1.0921,0.2825
2018,USA,84000008,84003688,ISCED 3A,ISCED 3A,female,yes,yes,576.681,519.74,461.548,1193.01298,no,yes,NA,3+,3+,3+,26-100,1.2555,0.0671
2018,USA,84000008,84003815,ISCED 3A,ISCED 3A,male,yes,yes,541.56,554.577,577.631,975.31808,yes,yes,NA,3+,3+,1,11-25,-0.0546,-0.2059
2018,USA,84000008,84004069,ISCED 3A,ISCED 3A,male,yes,yes,565.815,540.952,581.309,1115.29566,yes,yes,NA,3+,3+,3+,101-200,2.4097,0.7068
2018,USA,84000008,84004209,ISCED 3A,ISCED 3A,female,yes,yes,575.043,540.192,513.352,975.31808,yes,yes,NA,2,3+,2,11-25,0.8941,0.985
2018,USA,84000008,84004805,ISCED 3A,ISCED 3A,female,yes,yes,656.057,642.819,614.332,1193.01298,yes,yes,NA,3+,3+,3+,101-200,1.4184,1.5186
2018,USA,84000008,84005196,ISCED 3A,ISCED 3A,female,yes,yes,403.575,446.771,417.644,975.31808,yes,yes,NA,3+,1,3+,201-500,0.4449,-0.541
2018,USA,84000008,84005533,ISCED 3A,ISCED 3A,female,yes,yes,483.749,607.129,584.846,1193.01298,yes,yes,NA,2,2,2,26-100,0.5454,1.1034
2018,USA,84000008,84005577,ISCED 3A,ISCED 3A,male,no,yes,654.505,772.044,732.494,1115.29566,yes,yes,NA,3+,1,1,0-10,0.096,-0.116
2018,USA,84000008,84006307,ISCED 3A,ISCED 3A,male,yes,yes,568.328,574.999,579.604,1115.29566,yes,yes,NA,3+,3+,2,201-500,1.6916,1.4325
2018,USA,84000008,84007149,ISCED 3A,ISCED 3A,male,yes,yes,558.13,537.445,538.228,1115.29566,yes,yes,NA,1,3+,1,26-100,0.1562,0.5625
2018,USA,84000008,84007198,ISCED 3A,ISCED 3A,male,yes,yes,610.878,606.444,573.592,1115.29566,yes,yes,NA,3+,1,3+,101-200,0.6822,-0.2966
2018,USA,84000008,84007472,ISCED 3A,ISCED 3A,male,yes,yes,692.691,670.727,697.51,1115.29566,NA,yes,NA,3+,1,2,11-25,0.5247,0.6226
2018,USA,84000008,84007767,ISCED 2,ISCED 3A,male,yes,yes,450.053,408.29,409.447,1115.29566,no,no,NA,2,3+,3+,0-10,0.9253,-0.5806
2018,USA,84000008,84007972,ISCED 3A,ISCED 3A,male,yes,yes,607.429,649.784,619.538,1115.29566,no,yes,NA,3+,2,2,26-100,1.3154,0.3634
2018,USA,84000008,84008031,ISCED 3A,ISCED 3A,female,yes,yes,601.297,568.25,516.585,1193.01298,yes,yes,NA,3+,3+,3+,11-25,1.9147,1.0492
2018,USA,84000008,84008049,ISCED 3A,ISCED 3A,female,yes,yes,588.251,591.446,588.415,975.31808,yes,yes,NA,3+,3+,3+,26-100,1.8129,1.0104
2018,USA,84000008,84008578,ISCED 2,ISCED 3A,female,yes,yes,608.958,582.097,567.158,1193.01298,yes,yes,NA,1,2,2,101-200,0.3073,-0.15
2018,USA,84000009,84000470,ISCED 2,ISCED 3A,male,yes,yes,361.954,453.699,383.496,585.30008,yes,yes,NA,NA,1,2,0-10,-0.2726,-0.042
